File,SizeKB,DateCreated,DateModified,MD5,Notes
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = STAMP OF SHAME\MASTER Memo File\Memos to Brass\Furnad & Turner memo.DOC,6.1,1998-09-04,2017-12-14,00F5D745CA748B7087D9C3D6FE0AA5E3,Path contains special characters
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = STAMP OF SHAME\MASTER Memo File\Notes to Pam & Lane\Note to Lane= 5-part series.DOC,5.6,1998-09-04,2017-12-14,DFA5196DBD1F18B01DA27C5D4A46BABF,Path contains special characters
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = STAMP OF SHAME\MASTER Memo File\Notes to Pam & Lane\Pam Memo = Part One.DOC,10.2,1998-09-04,2017-12-14,A5CD1633DFFEAC41C60E61F762E3EC4B,Path contains special characters
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = STAMP OF SHAME\MASTER Memo File\Notes to Pam & Lane\Script note to Lane.DOC,5.1,1998-09-04,2017-12-14,06FA2ACF150EBF7AE6B6B43226E48807,Path contains special characters
"2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = STAMP OF SHAME\MASTER Memo File\Notes to Pam & Lane\Script note--Pam, Pt.DOC",5.1,1998-09-04,2017-12-14,73D714CE1685A270D6D8B2F4EC3C1C51,Path contains special characters
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = STAMP OF SHAME\MASTER Memo File\Notes to Pam & Lane\Script note--Pam.DOC,5.1,1998-09-04,2017-12-14,CEE7C32EC60F561E67047B6190EE4707,Path contains special characters
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = STAMP OF SHAME\Postal HQ Memos & Ltrs\Postal HQ--Major Stuff\HQ Complaint = Reply.DOC,10.8,1998-09-04,2017-12-14,33E9E18825DD75F23839DAA9EB6EEA81,Path contains special characters
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = STAMP OF SHAME\Postal HQ Memos & Ltrs\Postal HQ--Major Stuff\Meetings with Postal.DOC,11.8,1998-09-04,2017-12-14,BF155F3BAA5EE7FFF8B4E182545E47E7,Path contains special characters
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = STAMP OF SHAME\Postal HQ Memos & Ltrs\Postal HQ--Major Stuff\Newark Ltr = Casino Tape.DOC,10.2,1998-09-04,2017-12-14,4FA689729FDFD04B0B11FBA24B8C0CEA,Path contains special characters
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = STAMP OF SHAME\Postal HQ Memos & Ltrs\Postal HQ--Major Stuff\QUESTIONS = P.O.DOC,12.8,1998-09-04,2017-12-14,7CF72B7DFDE27E47ED6406DA29AB4D1D,Path contains special characters
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = STAMP OF SHAME\Postal HQ Memos & Ltrs\Postal HQ--Major Stuff\Request--Letter to Postal.DOC,11.3,1998-09-04,2017-12-14,106ED52B15B5A91D01F64FDF21FDD246,Path contains special characters
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = STAMP OF SHAME\Postal HQ Memos & Ltrs\Postal HQ--Major Stuff\Request--Second Letter.DOC,10.2,1998-09-04,2017-12-14,B831A7C15C250245CAF74A40E80AEE38,Path contains special characters
"2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = STAMP OF SHAME\Postal HQ Memos & Ltrs\Postal HQ--Minor Stuff\Return Letter re Tapes, #2.DOC",6.1,1998-09-04,2017-12-14,20C72AC4B33E59631171E82510A30905,Path contains special characters
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = STAMP OF SHAME\Postal HQ Memos & Ltrs\Postal HQ--Minor Stuff\Return Letter re Tapes.DOC,10.2,1998-09-04,2017-12-14,C381ADD320463EB9688600009681A36B,Path contains special characters
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1992-'94\AIR = 1994\AIR = STAMP OF SHAME\Various Memos = Postal\Travel & tickets.DOC,5.6,1998-09-04,2017-12-14,39B55310648555B1C9AA6FD02EBE484D,Path contains special characters
"2024-30-er\hd-001\Documents\MASTER Files\AIR = 1995-'97\AIR = WILD, WILD EAST\SCRIPTS Russian\Scripts MOSCOW Memos\Edit Notes Moscow\Show Titles & Lead-In.DOC",6.1,1998-09-04,2017-12-14,D9B37A0BFD4198B61986A69005944418,Path contains special characters
"2024-30-er\hd-001\Documents\MASTER Files\AIR = 1995-'97\Mag = LAW and DISORDER\Bumps, Teases = Law & Disorder\99 for Law and Disorder.DOC",6.1,1998-09-04,2017-12-14,B92EF9E89883C3681BCE7307A3538CA3,Path contains special characters
"2024-30-er\hd-001\Documents\MASTER Files\AIR = 1995-'97\Mag = LAW and DISORDER\Bumps, Teases = Law & Disorder\Adv Tease Law and Disorder.DOC",5.1,1998-09-04,2017-12-14,2B4E6FC37DDB751227CC83B1C20491FD,Path contains special characters
"2024-30-er\hd-001\Documents\MASTER Files\AIR = 1995-'97\Mag = LAW and DISORDER\Bumps, Teases = Law & Disorder\Bumps Law and Disorder.DOC",5.1,1998-09-04,2017-12-14,1C1A19A54BAA89AD3D736FBA72B6DBB4,Path contains special characters
"2024-30-er\hd-001\Documents\MASTER Files\AIR = 1995-'97\Mag = LAW and DISORDER\Bumps, Teases = Law & Disorder\Mid Show Law and Disorder.DOC",5.1,1998-09-04,2017-12-14,5D058BB023FB5B6604BAA63017090833,Path contains special characters
"2024-30-er\hd-001\Documents\MASTER Files\AIR = 1995-'97\Mag = LAW and DISORDER\Bumps, Teases = Law & Disorder\Top Show Law Disorder.DOC",5.1,1998-09-04,2017-12-14,1C50865138A52254EE4E36D364E3492B,Path contains special characters
"2024-30-er\hd-001\Documents\MASTER Files\AIR = 1998-'99\AIR = 1998\AIR = Sch Bus and Seat Belts\TAPES = All Files\TAPES= CNN #1 - 50\#40=MINN, town & buses.DOC",124.9,1998-09-04,2017-12-14,FF9C94ED75F3F18A2D03E6B3FAD1F6FC,Path contains special characters
"2024-30-er\hd-001\Documents\MASTER Files\AIR = 1998-'99\AIR = 1998\AIR = Sch Bus and Seat Belts\TAPES = All Files\TAPES= CNN #1 - 50\#42=Washn, Stakeout & Cuts.DOC",121.3,1998-09-04,2017-12-14,0247DA3531810B4E4731035289C28A15,Path contains special characters
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1998-'99\AIR = 1999\AIR = Trail of Blood\Blood = Notes File\Notes = Hecht & Company  .doc,16.9,1999-05-19,2017-12-14,180DD3F6C5007E8796D6A50A0E70FE44,Path contains special characters
2024-30-er\hd-001\Documents\MASTER Files\AIR = 1998-'99\AIR = 1999\AIR = Trail of Blood\TAPES = ARKANSAS Blood\Blood #20= Byrd & Percy B  .doc,45.6,1999-05-16,2017-12-14,DB1C447BE0E137334A47E35B481A63F4,Path contains special characters
2024-30-er\hd-001\Documents\MASTER Files\AIR = Religious Right\AIR = God-Polx Tapes\Chr Tp #97 = Interns & White.doc,82.9,2007-07-18,2017-12-14,78F05C108369EB079F8C5AF555CDB7D4,Path contains special characters
2024-30-er\hd-001\Documents\MASTER Files\AIR = TWA 800 10th year\AIR = TWA Tapes\TWA CNN #PA-1 = First Night & Day.doc,73.2,2006-05-20,2017-12-14,4F3244E839C678944C25245A62EE9C12,Path contains special characters
"2024-30-er\usb-001\Magazines '94-'97\Mag = MARCH 6, '94\Major MEMOS\Dubs to ET & Furnad.DOC",5.1,1998-09-04,2017-12-14,4E07D379CE2448070C76F7B28ED0F5A3,Path contains special characters
"2024-30-er\usb-001\Magazines '94-'97\Mag = MAY 22, '94\Announcer & TEASES\30-sec tease for Mag Hour.DOC",10.2,1998-09-04,2017-12-14,04526E32AAEE78318F2BA2A3E92A396A,Path contains special characters
"2024-30-er\usb-001\Magazines '94-'97\Mag = MAY 22, '94\Announcer & TEASES\Announce = 2nd Half break.DOC",5.6,1998-09-04,2017-12-14,A65458BD31B8D00FF3AFDFF8D4B67105,Path contains special characters
"2024-30-er\usb-001\Magazines '94-'97\Mag = MAY 22, '94\Announcer & TEASES\Announce = Opener.DOC",10.2,1998-09-04,2017-12-14,9E6F89021BF2C1055312CA0B93A94D2C,Path contains special characters
"2024-30-er\usb-001\Magazines '94-'97\Mag = MAY 22, '94\Announcer & TEASES\Announce tease.DOC",5.6,1998-09-04,2017-12-14,CB3C87EDD19895187F20B90EA702D62A,Path contains special characters
"2024-30-er\usb-001\Magazines '94-'97\Mag = MAY 22, '94\Announcer & TEASES\Mid-show tease.DOC",5.6,1998-09-04,2017-12-14,F008B778F0D6F1931B4A3F029651532F,Path contains special characters
"2024-30-er\usb-001\Magazines '94-'97\Mag = MAY 22, '94\Announcer & TEASES\Opener tease for Mag Hour.DOC",10.2,1998-09-04,2017-12-14,F79318E1C05C05AD574BD86204F80E9B,Path contains special characters
"2024-30-er\usb-001\Magazines '94-'97\Mag = MAY 22, '94\Memos & Notes\DC cop race.DOC",10.2,1998-09-04,2017-12-14,765F87DF1B105730594B2FE4AEB0DC74,Path contains special characters
"2024-30-er\usb-001\Magazines '94-'97\Mag = MAY 22, '94\Memos & Notes\ET, BF Note = Hour tape.DOC",5.6,1998-09-04,2017-12-14,B396B8CC624359E24A7A1973186753CE,Path contains special characters
"2024-30-er\usb-001\Magazines '94-'97\Mag = MAY 22, '94\Memos & Notes\TV GUIDE ad copy.DOC",5.1,1998-09-04,2017-12-14,063D428B1990345A29E53EED257ED1B8,Path contains special characters
"2024-30-er\usb-001\Magazines '94-'97\Mag = OCTOBER 16, '94\Major Oct. 16 Memos\Memos to Hill & Lane\Lane Memo = Tease.DOC",5.6,1998-09-04,2017-12-14,FEB5A668C18CCCCBABFF372FBDBC186C,Path contains special characters
"2024-30-er\usb-001\Magazines '94-'97\Mag = OCTOBER 16, '94\Major Oct. 16 Memos\Memos to Hill & Lane\Memo = Pam re SpecReprts.DOC",10.8,1998-09-04,2017-12-14,8635503C7886ED087DB595B991837859,Path contains special characters
"2024-30-er\usb-001\Magazines '94-'97\Mag = OCTOBER 16, '94\Major Oct. 16 Memos\Memos to Hill & Lane\Memo = Pam,John re Post.DOC",10.2,1998-09-04,2017-12-14,B48073C064E6D94692BD5353398B00BF,Path contains special characters
"2024-30-er\usb-001\Magazines '94-'97\Mag = OCTOBER 16, '94\Major Oct. 16 Memos\Memos to Hill & Lane\Pam = Studio Memo.DOC",10.2,1998-09-04,2017-12-14,01C7B39C7995DD0E291D2FB9BACE9FBA,Path contains special characters
"2024-30-er\usb-001\Magazines '94-'97\Mag = OCTOBER 16, '94\Major Oct. 16 Memos\Memos to Hill & Lane\Pam Memo = Problems.DOC",10.2,1998-09-04,2017-12-14,ED55EBE704E1A41192ACE9B136BDE639,Path contains special characters
"2024-30-er\usb-001\Magazines '94-'97\Mag = OCTOBER 16, '94\Major Oct. 16 Memos\Ratings & Audience Memo.DOC",5.1,1998-09-04,2017-12-14,BD2AEFBE0AABE3B7D9E3CC492B1133F9,Path contains special characters
